Student_ID,Gender,Study_Hours,Family_Income,Attendance,Test_Score,Extra_Activities,Internet_Access,Parental_Education,School_Type,Health_Status,Part_Time_Job
369,Other,4.0,Low,94,66.0,Music,Yes,Master,Private,Poor,No
370,Female,6.0,Low,74,78.0,Sports,No,Master,Private,Average,No
371,Other,19.0,Medium,95,45.0,Sports,No,Master,Private,Average,Yes
372,Female,16.0,Low,60,23.0,Debate,No,Master,Private,Poor,Yes
373,Male,5.0,Medium,61,71.0,Music,No,High School,Government,Average,Yes
374,Male,2.0,High,94,69.0,Debate,No,PhD,Private,Average,Yes
375,Other,6.0,High,57,95.0,Music,No,PhD,Government,Excellent,No
376,Female,13.0,High,59,50.0,Sports,No,Bachelor,Government,Poor,Yes
377,Male,16.0,Low,84,98.0,Debate,Yes,Master,Private,Good,No
378,Other,13.0,High,87,76.0,Debate,No,Bachelor,Private,Average,Yes
379,Female,19.0,Low,70,91.0,None,No,PhD,Government,Average,No
380,Male,11.0,Low,100,3.0,None,No,High School,Private,Good,Yes
381,Other,8.0,Low,67,30.0,Sports,No,PhD,Private,Average,Yes
382,Female,5.0,High,67,64.0,Sports,Yes,PhD,Private,Excellent,No
383,Female,1.0,Low,75,29.0,Debate,Yes,High School,Private,Poor,Yes
384,Male,5.0,Medium,69,71.0,None,Yes,High School,Private,Poor,No
385,Other,8.0,Medium,74,39.0,Sports,Yes,PhD,Private,Excellent,No
386,Other,10.0,High,80,,Sports,Yes,PhD,Private,Excellent,No
387,Female,0.0,Medium,67,43.0,None,Yes,Bachelor,Private,Excellent,No
388,Male,11.0,Low,65,91.0,None,Yes,Master,Government,Excellent,Yes
389,Male,4.0,Medium,94,33.0,Music,No,High School,Government,Average,Yes
390,Other,12.0,High,92,38.0,Sports,Yes,Master,Government,Average,No
391,Female,14.0,Medium,67,3.0,None,No,Bachelor,Government,Poor,Yes
392,Other,12.0,Medium,97,87.0,Music,No,High School,Government,Good,Yes
393,Other,1.0,Medium,63,26.0,None,No,High School,Government,Poor,No
394,Female,,Low,56,41.0,Music,Yes,Master,Private,Good,Yes
395,Male,7.0,Low,87,10.0,Sports,No,High School,Government,Good,Yes
396,Other,3.0,Medium,98,86.0,None,No,PhD,Private,Good,No
397,Female,14.0,Low,78,31.0,None,Yes,Bachelor,Government,Good,Yes
398,Male,4.0,Medium,72,49.0,Sports,No,Bachelor,Government,Good,No
399,Female,9.0,Medium,96,52.0,Debate,Yes,High School,Government,Excellent,Yes
400,Female,8.0,Medium,91,3.0,Music,No,High School,Government,Good,No
401,Female,3.0,High,98,18.0,Music,Yes,Master,Government,Average,Yes
402,Male,0.0,High,83,70.0,None,No,Bachelor,Government,Excellent,No
403,Male,10.0,Low,66,32.0,Sports,Yes,PhD,Private,Excellent,No
404,Male,10.0,High,94,77.0,Sports,Yes,PhD,Government,Poor,No
405,Other,8.0,Low,67,76.0,Debate,Yes,Master,Private,Excellent,Yes
406,Other,4.0,Medium,68,69.0,Sports,No,Bachelor,Private,Poor,No
407,Male,,High,51,82.0,Sports,Yes,Bachelor,Government,Average,Yes
408,Other,2.0,Medium,78,54.0,Debate,No,PhD,Private,Average,Yes
409,Female,7.0,Low,51,8.0,Music,Yes,Bachelor,Private,Excellent,Yes
410,Female,15.0,Medium,67,61.0,Sports,Yes,Bachelor,Private,Good,No
411,Female,16.0,High,88,98.0,Sports,No,Bachelor,Government,Excellent,No
412,Other,3.0,Low,91,61.0,Music,Yes,PhD,Private,Excellent,No
413,Male,14.0,High,85,47.0,Music,No,High School,Government,Poor,Yes
414,Other,12.0,High,85,89.0,Debate,No,Bachelor,Government,Good,No
415,Other,,High,70,67.0,Music,Yes,High School,Government,Average,No
416,Male,9.0,High,82,47.0,Sports,No,High School,Government,Good,No
417,Female,1.0,Medium,51,91.0,Music,Yes,Master,Private,Excellent,No
418,Male,,,59,26.0,None,No,High School,Government,Good,No
419,Female,19.0,,64,54.0,Debate,No,Master,Government,Poor,No
420,Male,4.0,High,61,,Sports,No,Bachelor,Government,Poor,Yes
421,Other,16.0,,52,70.0,Debate,No,PhD,Government,Poor,Yes
422,Male,3.0,High,53,51.0,Debate,No,High School,Private,Good,No
423,Male,7.0,Low,58,56.0,Debate,No,High School,Government,Good,Yes
424,Female,0.0,,95,8.0,Debate,No,PhD,Government,Average,Yes
425,Male,3.0,High,91,97.0,Debate,Yes,Master,Private,Average,No
426,Male,,High,59,7.0,Music,No,Master,Private,Excellent,Yes
427,Male,12.0,Low,80,55.0,Debate,Yes,Master,Private,Average,Yes
428,Male,17.0,High,86,9.0,Debate,Yes,High School,Government,Average,No
429,Other,2.0,Low,60,64.0,Debate,Yes,Bachelor,Private,Average,No
430,Male,17.0,Low,76,71.0,None,No,Master,Private,Average,No
431,Male,9.0,High,95,44.0,Sports,No,Master,Private,Excellent,Yes
432,Female,18.0,Medium,55,38.0,Debate,No,PhD,Government,Average,Yes
433,Male,1.0,High,92,45.0,None,Yes,Bachelor,Private,Excellent,Yes
434,Other,13.0,Medium,79,16.0,Sports,No,Bachelor,Government,Poor,No
435,Female,18.0,,92,81.0,Music,No,Bachelor,Private,Average,No
436,Female,4.0,Medium,84,97.0,Debate,No,Bachelor,Government,Good,No
437,Male,15.0,Low,94,98.0,Debate,Yes,Bachelor,Government,Excellent,No
438,Female,9.0,Low,67,66.0,None,Yes,Master,Private,Good,No
439,Female,4.0,High,99,75.0,Debate,Yes,PhD,Government,Good,Yes
440,Male,13.0,High,55,,Music,Yes,Master,Private,Poor,No
441,Other,6.0,Medium,62,,Sports,No,Bachelor,Government,Excellent,Yes
442,Other,9.0,,87,35.0,None,No,PhD,Government,Good,Yes
443,Male,10.0,Low,61,8.0,None,Yes,High School,Private,Excellent,No
444,Female,18.0,Medium,56,,Debate,Yes,High School,Government,Good,No
445,Male,10.0,Low,63,66.0,Music,Yes,Bachelor,Government,Excellent,Yes
446,Male,2.0,Low,58,88.0,Music,No,Master,Government,Poor,Yes
447,Female,6.0,Medium,84,51.0,Debate,Yes,PhD,Government,Good,Yes
448,Female,13.0,High,96,89.0,Sports,No,PhD,Government,Poor,No
449,Male,5.0,Medium,56,100.0,Sports,No,Master,Private,Good,No
450,Female,19.0,High,88,90.0,None,No,Bachelor,Private,Excellent,No
451,Female,12.0,Low,70,,Music,Yes,High School,Government,Good,Yes
452,Other,13.0,Low,68,57.0,Music,No,High School,Private,Excellent,No
453,Other,19.0,High,76,82.0,Sports,No,Bachelor,Private,Average,Yes
454,Male,14.0,Low,51,23.0,Sports,Yes,PhD,Private,Good,Yes
455,Male,17.0,Low,63,,None,Yes,Master,Government,Average,No
456,Male,10.0,Medium,86,36.0,None,Yes,Bachelor,Government,Average,No
457,Other,9.0,Medium,82,37.0,Music,Yes,PhD,Private,Good,No
458,Female,10.0,Low,93,24.0,None,No,Master,Government,Good,No
459,Male,18.0,Medium,61,97.0,None,Yes,PhD,Government,Poor,No
460,Other,14.0,Low,100,14.0,Sports,Yes,PhD,Private,Average,No
461,Male,2.0,Low,70,15.0,Debate,Yes,High School,Government,Excellent,Yes
462,Other,2.0,High,79,54.0,Sports,Yes,Bachelor,Private,Good,No
463,Other,0.0,Medium,71,3.0,Sports,No,PhD,Private,Average,Yes
464,Female,14.0,Medium,51,25.0,Sports,Yes,High School,Government,Average,No
465,Other,12.0,Low,78,38.0,Debate,No,Bachelor,Private,Excellent,Yes
466,Female,14.0,High,73,56.0,Debate,No,Bachelor,Private,Good,No
467,Male,17.0,Medium,81,46.0,Debate,No,Master,Private,Good,No
468,Female,17.0,Medium,94,89.0,Music,Yes,Bachelor,Government,Average,Yes
469,Male,8.0,Low,61,47.0,Debate,Yes,High School,Government,Good,No
470,Male,17.0,Medium,56,91.0,Sports,Yes,High School,Government,Average,No
471,Female,10.0,Medium,51,48.0,Sports,Yes,Bachelor,Private,Excellent,No
472,Male,17.0,Low,89,36.0,Music,Yes,High School,Government,Poor,No
473,Male,5.0,High,68,37.0,None,No,PhD,Government,Poor,Yes
474,Male,16.0,Medium,100,99.0,Music,Yes,PhD,Government,Excellent,No
475,Male,16.0,Low,67,61.0,Sports,Yes,Master,Government,Good,No
476,Other,8.0,Low,83,60.0,Sports,No,PhD,Private,Excellent,Yes
477,Other,19.0,High,51,73.0,Debate,Yes,Bachelor,Private,Average,No
478,Female,2.0,High,94,96.0,Music,Yes,PhD,Government,Poor,No
479,Other,11.0,Low,87,7.0,Debate,Yes,Master,Government,Average,Yes
480,Other,2.0,Low,89,37.0,None,No,High School,Government,Good,Yes
481,Other,3.0,Low,68,35.0,Debate,No,Bachelor,Private,Poor,Yes
482,Other,9.0,Medium,55,84.0,Debate,No,Master,Private,Excellent,Yes
483,Other,4.0,Medium,100,55.0,Debate,Yes,PhD,Government,Poor,No
484,Other,19.0,Medium,90,44.0,None,No,Bachelor,Government,Excellent,No
485,Female,2.0,Medium,96,49.0,Debate,No,Bachelor,Private,Excellent,Yes
486,Female,6.0,,66,19.0,Sports,Yes,High School,Private,Average,No
487,Female,1.0,Medium,72,62.0,None,No,PhD,Private,Poor,No
488,Other,5.0,Low,89,54.0,Debate,Yes,PhD,Government,Excellent,No
489,Other,18.0,Medium,58,33.0,Music,Yes,PhD,Government,Average,Yes
490,Other,9.0,High,86,91.0,Music,Yes,PhD,Government,Average,No
491,Male,7.0,Low,87,31.0,Debate,No,Master,Private,Good,Yes
492,Other,15.0,Medium,70,75.0,Music,Yes,High School,Government,Good,No
493,Female,1.0,Medium,70,72.0,Music,No,Bachelor,Private,Excellent,No
494,Male,15.0,Low,76,42.0,None,Yes,PhD,Government,Poor,No
495,Male,13.0,Low,60,78.0,None,No,High School,Private,Good,Yes
496,Other,12.0,Low,88,12.0,Sports,Yes,Bachelor,Government,Excellent,No
497,Other,8.0,High,79,1.0,None,No,PhD,Private,Poor,No
498,Female,8.0,High,77,60.0,Sports,No,Bachelor,Private,Good,Yes
499,Female,7.0,High,69,83.0,Debate,No,PhD,Government,Good,No
500,Other,6.0,Low,96,13.0,None,Yes,PhD,Government,Excellent,Yes
501,Female,15.0,Medium,94,41.0,Sports,Yes,Bachelor,Government,Excellent,Yes
502,Female,5.0,,96,,None,No,PhD,Government,Poor,No
503,Other,10.0,Medium,95,92.0,Debate,Yes,Master,Private,Good,Yes
504,Female,18.0,Medium,87,84.0,Music,No,Master,Private,Excellent,No
505,Male,7.0,,53,9.0,Music,No,Bachelor,Private,Average,No
506,Male,,High,67,55.0,Sports,No,PhD,Private,Good,Yes
507,Female,14.0,Low,99,52.0,None,No,Bachelor,Private,Excellent,No
508,Male,10.0,Medium,78,57.0,Music,Yes,High School,Government,Average,Yes
509,Female,8.0,Low,85,84.0,None,Yes,High School,Government,Poor,Yes
510,Male,15.0,Low,76,98.0,Debate,No,High School,Private,Poor,Yes
511,Female,12.0,Medium,50,80.0,Debate,No,PhD,Government,Good,Yes
512,Other,9.0,Low,84,61.0,Sports,Yes,Bachelor,Private,Good,Yes
513,Female,9.0,High,54,56.0,Music,Yes,High School,Government,Good,No
514,Other,19.0,High,55,62.0,Music,No,PhD,Private,Good,No
515,Female,8.0,High,85,3.0,Debate,No,PhD,Government,Average,No
516,Female,1.0,Medium,54,77.0,Debate,Yes,High School,Private,Good,No
517,Other,0.0,,93,95.0,Sports,Yes,Master,Government,Poor,Yes
518,Male,7.0,Low,81,81.0,Sports,Yes,Master,Private,Good,No
519,Other,15.0,High,88,33.0,Sports,Yes,Master,Private,Excellent,Yes
520,Male,10.0,Medium,94,31.0,Sports,No,Master,Government,Good,No
521,Female,8.0,High,80,77.0,None,Yes,Bachelor,Government,Average,Yes
522,Male,,High,89,99.0,Debate,No,Bachelor,Government,Good,No
523,Female,17.0,,94,33.0,None,No,High School,Private,Good,Yes
524,Other,6.0,High,93,69.0,Sports,Yes,PhD,Private,Average,No
525,Male,9.0,Medium,91,39.0,Debate,Yes,Master,Government,Average,No
526,Female,5.0,Medium,59,34.0,Music,No,PhD,Government,Excellent,Yes
527,Male,3.0,High,80,14.0,Sports,Yes,PhD,Private,Average,No
528,Other,,Medium,57,50.0,Debate,Yes,Bachelor,Government,Poor,No
529,Female,3.0,High,76,19.0,Music,Yes,PhD,Government,Average,Yes
530,Other,2.0,High,78,91.0,None,No,PhD,Government,Poor,Yes
531,Female,2.0,High,63,36.0,Sports,No,Master,Private,Poor,Yes
532,Male,13.0,High,-10,37.0,None,No,High School,Government,Average,Yes
533,Male,4.0,Low,53,20.0,None,Yes,Bachelor,Private,Excellent,No
534,Male,0.0,Low,83,87.0,Sports,No,Master,Private,Excellent,No
535,Male,10.0,High,90,9.0,Debate,No,High School,Government,Good,No
536,Other,5.0,High,87,99.0,Debate,No,Master,Private,Good,Yes
537,Female,1.0,High,76,53.0,None,No,High School,Private,Poor,No
538,Male,12.0,Low,68,8.0,Debate,No,Master,Government,Good,Yes
539,Male,0.0,Low,80,85.0,Sports,No,Master,Private,Excellent,Yes
540,Male,7.0,High,52,41.0,None,Yes,High School,Private,Excellent,Yes
541,Male,9.0,Low,78,100.0,Music,No,Master,Private,Average,No
542,Female,14.0,Low,62,15.0,None,No,High School,Private,Excellent,No
543,Male,2.0,Low,76,23.0,Sports,Yes,PhD,Government,Average,No
544,Female,5.0,Medium,92,3.0,Sports,No,PhD,Private,Excellent,Yes
545,Other,1.0,High,81,43.0,Debate,No,High School,Private,Good,No
546,Male,19.0,,95,22.0,Music,Yes,Master,Private,Excellent,No
547,Male,2.0,Low,98,41.0,Sports,No,PhD,Government,Good,No
548,Other,8.0,Medium,99,85.0,None,No,High School,Private,Poor,No
549,Other,19.0,Medium,86,,Debate,Yes,Bachelor,Private,Excellent,No
550,Male,4.0,Medium,52,91.0,None,Yes,PhD,Private,Good,No
551,Male,5.0,Medium,88,18.0,Sports,Yes,High School,Private,Poor,No
552,Other,9.0,Medium,55,19.0,Debate,No,High School,Government,Good,No
553,Female,,Medium,52,27.0,Sports,Yes,PhD,Government,Excellent,No
554,Female,0.0,Medium,62,23.0,Debate,Yes,Master,Government,Excellent,No
555,Other,15.0,High,60,90.0,Sports,Yes,Bachelor,Private,Good,No
556,Male,5.0,Medium,76,1.0,Debate,No,High School,Private,Good,No
557,Male,15.0,Low,51,6.0,Sports,No,Master,Government,Good,No
558,Male,19.0,Low,89,0.0,None,No,Master,Private,Average,No
559,Other,19.0,Low,93,10.0,None,No,High School,Government,Good,No
560,Other,2.0,Low,61,50.0,None,Yes,Bachelor,Private,Poor,Yes
561,Female,13.0,,96,59.0,Music,Yes,PhD,Private,Excellent,Yes
562,Other,7.0,High,89,30.0,Music,No,Bachelor,Private,Average,No
563,Male,,High,61,29.0,Debate,Yes,Master,Government,Excellent,Yes
564,Other,13.0,Medium,72,76.0,Music,Yes,High School,Government,Poor,No
565,Other,14.0,High,80,23.0,Music,No,High School,Private,Excellent,Yes
566,Male,9.0,Medium,59,17.0,Sports,No,Bachelor,Private,Average,Yes
567,Male,16.0,Low,84,57.0,Music,No,Bachelor,Private,Good,Yes
568,Other,7.0,Medium,55,76.0,Music,Yes,Bachelor,Government,Poor,Yes
569,Other,18.0,High,74,16.0,Music,Yes,High School,Private,Excellent,Yes
570,Male,3.0,High,80,45.0,Music,Yes,High School,Private,Good,Yes
571,Male,9.0,High,79,93.0,Debate,No,Master,Private,Average,Yes
572,Other,3.0,Medium,64,18.0,Music,Yes,Bachelor,Private,Good,No
573,Other,19.0,,95,11.0,Debate,No,Master,Private,Poor,No
574,Female,3.0,,52,89.0,None,Yes,Master,Private,Excellent,Yes
575,Male,9.0,High,67,81.0,Music,Yes,Bachelor,Government,Average,No
576,Other,2.0,High,66,11.0,None,No,PhD,Government,Average,Yes
577,Male,17.0,High,63,49.0,Sports,No,High School,Private,Good,Yes
578,Male,13.0,Low,95,65.0,Music,No,PhD,Government,Good,Yes
579,Male,19.0,Medium,65,19.0,Sports,Yes,High School,Private,Average,No
580,Male,,Medium,100,5.0,None,Yes,High School,Private,Poor,Yes
581,Other,19.0,High,76,0.0,None,No,High School,Government,Poor,No
582,Female,13.0,High,92,89.0,Music,No,Bachelor,Private,Poor,No
583,Female,6.0,High,86,6.0,Music,Yes,Bachelor,Government,Good,No
584,Other,8.0,High,82,95.0,Sports,Yes,Bachelor,Private,Good,Yes
585,Female,1.0,Low,69,54.0,Debate,No,High School,Government,Average,No
586,Male,19.0,High,74,96.0,None,Yes,Bachelor,Government,Excellent,No
587,Other,2.0,High,99,73.0,None,No,Master,Private,Good,Yes
588,Other,11.0,High,63,14.0,Sports,Yes,PhD,Government,Good,Yes
589,Other,18.0,Medium,86,94.0,Debate,No,Master,Private,Excellent,No
590,Male,15.0,Medium,54,23.0,Sports,Yes,High School,Private,Excellent,No
591,Male,6.0,High,86,28.0,None,Yes,Bachelor,Private,Good,Yes
592,Male,11.0,Medium,59,81.0,None,Yes,Master,Government,Poor,No
593,Other,9.0,Low,59,,Music,Yes,PhD,Government,Average,Yes
594,Male,2.0,Low,58,33.0,Debate,Yes,High School,Government,Average,Yes
595,Other,7.0,Low,63,77.0,Debate,Yes,High School,Government,Good,No
596,Male,6.0,Low,82,83.0,Music,Yes,Master,Private,Good,No
597,Male,8.0,Medium,78,92.0,Debate,Yes,High School,Private,Poor,No
598,Male,18.0,Medium,73,36.0,Sports,Yes,Master,Private,Poor,Yes
599,Male,4.0,High,55,41.0,Debate,Yes,Bachelor,Private,Good,No
600,Female,8.0,Low,75,63.0,None,Yes,High School,Government,Poor,Yes
601,Male,15.0,Low,88,94.0,Sports,No,Master,Private,Good,Yes
602,Female,19.0,Medium,93,18.0,Sports,Yes,Bachelor,Private,Average,Yes
603,Other,8.0,Low,96,22.0,None,No,PhD,Government,Poor,Yes
604,Other,11.0,Medium,97,70.0,Music,Yes,Master,Government,Poor,Yes
605,Female,19.0,Medium,52,5.0,None,No,PhD,Private,Average,Yes
606,Other,14.0,Low,97,98.0,Music,Yes,PhD,Private,Average,No
607,Male,17.0,High,89,92.0,Music,Yes,High School,Government,Poor,Yes
608,Female,8.0,Medium,95,54.0,Sports,Yes,Master,Government,Poor,No
609,Female,2.0,Medium,81,76.0,Debate,Yes,Bachelor,Private,Good,Yes
610,Other,10.0,Low,75,38.0,Sports,Yes,Master,Private,Poor,No
611,Other,5.0,Medium,52,24.0,None,No,Master,Government,Good,Yes
612,Female,8.0,High,61,97.0,Debate,No,High School,Government,Average,Yes
613,Other,2.0,Low,63,82.0,Sports,No,High School,Government,Average,Yes
614,Female,8.0,Medium,68,3.0,Music,Yes,Bachelor,Government,Good,Yes
615,Female,2.0,Low,53,87.0,Music,Yes,High School,Government,Excellent,No
616,Female,18.0,High,61,32.0,Sports,Yes,Bachelor,Government,Excellent,Yes
617,Male,3.0,Low,84,65.0,None,Yes,Bachelor,Government,Average,Yes
618,Male,,High,72,1.0,Debate,No,Bachelor,Government,Poor,Yes
619,Other,16.0,Low,97,13.0,Sports,No,Master,Government,Average,No
620,Female,1.0,High,52,49.0,Music,Yes,PhD,Private,Excellent,Yes
621,Other,15.0,Low,52,10.0,Music,No,PhD,Government,Poor,Yes
622,Male,0.0,Low,88,33.0,Music,Yes,High School,Private,Average,No
623,Other,2.0,Medium,91,37.0,None,No,Master,Government,Average,Yes
624,Female,15.0,Low,65,91.0,Debate,Yes,Master,Government,Excellent,Yes
625,Female,5.0,Medium,62,38.0,Sports,No,PhD,Government,Poor,Yes
626,Male,7.0,High,68,,Debate,Yes,PhD,Government,Poor,Yes
627,Female,4.0,High,77,41.0,Sports,No,Master,Government,Excellent,No
628,Other,7.0,Low,87,96.0,None,Yes,Master,Government,Excellent,Yes
629,Female,0.0,Medium,58,94.0,Sports,No,Master,Private,Good,Yes
630,Male,18.0,Medium,95,56.0,Music,No,High School,Government,Good,Yes
631,Female,1.0,Low,66,77.0,Music,No,PhD,Private,Poor,No
632,Male,5.0,Medium,56,37.0,None,No,High School,Private,Excellent,Yes
633,Female,5.0,Low,57,8.0,Debate,Yes,Bachelor,Private,Excellent,No
634,Male,19.0,Low,86,87.0,Music,Yes,PhD,Private,Poor,Yes
635,Male,19.0,,61,28.0,Sports,No,High School,Private,Good,No
636,Female,8.0,Medium,77,68.0,Music,No,Master,Private,Poor,No
637,Other,0.0,Low,51,41.0,Sports,No,PhD,Private,Average,Yes
638,Male,1.0,High,97,59.0,Debate,No,Master,Private,Excellent,No
639,Female,19.0,Low,77,38.0,Music,No,PhD,Government,Excellent,No
640,Other,18.0,Medium,74,90.0,Music,Yes,Bachelor,Government,Average,No
641,Other,15.0,Low,76,71.0,Sports,No,High School,Private,Excellent,No
642,Other,8.0,Low,84,92.0,None,Yes,High School,Government,Excellent,No
643,Other,,High,64,59.0,None,No,Bachelor,Government,Excellent,Yes
644,Male,19.0,High,98,52.0,Music,No,Master,Private,Good,Yes
645,Male,10.0,Medium,97,75.0,Debate,No,Master,Government,Average,Yes
646,Male,19.0,Low,84,7.0,Debate,Yes,PhD,Private,Excellent,Yes
647,Other,13.0,Low,96,20.0,None,Yes,PhD,Government,Excellent,Yes
648,Male,12.0,High,82,55.0,Music,Yes,PhD,Government,Excellent,Yes
649,Female,2.0,Low,93,47.0,None,No,PhD,Private,Average,Yes
650,Other,1.0,Medium,91,,Sports,No,Master,Private,Excellent,No
651,Female,15.0,High,72,8.0,Debate,No,Master,Government,Excellent,No
652,Other,10.0,High,76,77.0,None,No,Master,Government,Excellent,Yes
653,Female,2.0,Medium,87,0.0,Music,Yes,High School,Government,Good,Yes
654,Female,14.0,Low,57,54.0,None,Yes,Bachelor,Government,Average,No
655,Female,2.0,Medium,87,30.0,Music,Yes,Bachelor,Private,Good,No
656,Male,18.0,High,100,79.0,None,Yes,High School,Private,Average,Yes
657,Male,3.0,High,53,90.0,None,Yes,High School,Private,Poor,Yes
658,Other,4.0,Medium,97,10.0,Debate,Yes,High School,Government,Average,No
659,Male,8.0,High,54,65.0,None,Yes,Master,Private,Good,Yes
660,Male,6.0,Low,65,59.0,Sports,No,PhD,Government,Average,Yes
661,Male,12.0,High,67,30.0,None,No,PhD,Private,Excellent,No
662,Other,17.0,Medium,94,,Music,Yes,PhD,Private,Good,No
663,Other,14.0,Medium,94,59.0,Music,No,Bachelor,Private,Good,No
664,Male,11.0,High,67,87.0,Sports,No,PhD,Private,Good,Yes
665,Other,9.0,Medium,57,61.0,Sports,Yes,High School,Government,Average,No
666,Other,16.0,Medium,78,38.0,Music,No,High School,Government,Poor,No
667,Other,5.0,Low,70,2.0,None,Yes,Bachelor,Government,Excellent,No
668,Male,10.0,High,88,,Sports,No,High School,Private,Average,Yes
669,Male,2.0,Low,76,67.0,None,Yes,Master,Private,Poor,Yes
670,Female,5.0,Medium,96,29.0,Sports,Yes,High School,Government,Excellent,No
671,Female,19.0,Medium,51,66.0,None,Yes,High School,Government,Good,Yes
672,Female,11.0,Low,53,67.0,Sports,Yes,High School,Private,Poor,Yes
673,Other,2.0,High,97,57.0,Music,No,Bachelor,Government,Good,No
674,Female,1.0,Medium,61,76.0,None,Yes,Master,Private,Good,No
675,Female,2.0,Medium,65,52.0,Sports,Yes,High School,Government,Good,Yes
676,Other,12.0,Medium,74,13.0,None,No,Master,Private,Average,No
677,Other,,High,72,9.0,Debate,No,Master,Private,Excellent,No
678,Male,8.0,Low,66,77.0,Debate,No,PhD,Government,Excellent,No
679,Female,16.0,Low,91,80.0,Sports,No,Master,Government,Excellent,No
680,Male,,High,96,21.0,Debate,Yes,Master,Government,Excellent,No
681,Other,19.0,Medium,100,62.0,Sports,No,Master,Government,Excellent,No
682,Female,7.0,Medium,95,60.0,Sports,No,Bachelor,Private,Average,Yes
683,Female,3.0,High,50,45.0,Debate,Yes,PhD,Government,Average,No
684,Female,0.0,Medium,70,36.0,Music,No,Bachelor,Private,Poor,Yes
685,Male,9.0,Low,85,20.0,Sports,Yes,Master,Private,Excellent,No
686,Female,12.0,Low,51,88.0,Sports,No,Bachelor,Government,Average,Yes
687,Male,1.0,Medium,72,2.0,Debate,Yes,High School,Private,Good,Yes
688,Male,4.0,High,89,18.0,None,No,Bachelor,Private,Excellent,No
689,Other,5.0,High,51,31.0,Debate,Yes,Bachelor,Private,Good,No
690,Female,0.0,Medium,92,78.0,Sports,No,Bachelor,Government,Average,No
691,Male,4.0,Medium,59,23.0,None,No,Bachelor,Government,Poor,No
