Job_Title,Experience_Years,Education_Level,Salary,Job_Type,Location,Company_Size,Age,Industry,Remote_Work,Skills,Performance_Rating
Teacher,15,High School,95023.0,Contract,San Francisco,Medium,24,Healthcare,Yes,Marketing,5
Software Engineer,17,PhD,133365.0,Internship,New York,Small,46,IT,No,Marketing,2
Software Engineer,29,Master,125939.0,Contract,,Large,61,Education,Yes,SQL,1
Sales Executive,9,PhD,100140.0,Full-time,Austin,Medium,34,Education,No,SQL,3
Data Scientist,17,PhD,102963.0,Internship,Boston,Enterprise,26,Finance,No,C++,1
Software Engineer,18,PhD,47201.0,Full-time,San Francisco,Large,23,Retail,Yes,,1
Accountant,12,High School,88578.0,Contract,Boston,Large,61,Manufacturing,Yes,Data Analysis,3
Teacher,2,Bachelor,69966.0,Internship,Seattle,Large,37,Retail,No,Python,4
Software Engineer,9,PhD,74774.0,Part-time,Austin,Medium,27,Healthcare,Yes,Marketing,5
Software Engineer,0,Bachelor,30386.0,Internship,Boston,Small,26,IT,Yes,SQL,2
Data Scientist,26,Bachelor,97228.0,Full-time,Seattle,Large,29,Education,No,Excel,5
Sales Executive,7,Master,142020.0,Internship,Seattle,Small,50,Retail,Yes,Python,4
Sales Executive,16,PhD,35225.0,Part-time,San Francisco,Small,49,Education,No,Data Analysis,3
Marketing Manager,8,PhD,36693.0,Part-time,San Francisco,Large,51,Manufacturing,Yes,Java,5
Data Scientist,5,PhD,92197.0,Part-time,Seattle,Small,36,Healthcare,Yes,Marketing,1
Accountant,24,Bachelor,63021.0,Part-time,,Medium,50,Manufacturing,No,Python,2
Sales Executive,27,High School,138915.0,Full-time,Boston,Medium,33,Manufacturing,No,C++,2
Teacher,32,Bachelor,38261.0,Internship,Seattle,Enterprise,40,Healthcare,Yes,Python,4
Data Scientist,8,PhD,47378.0,Contract,Seattle,Small,43,IT,Yes,Java,4
Software Engineer,17,PhD,137174.0,Part-time,,Small,62,Manufacturing,No,C++,3
Teacher,20,PhD,141574.0,Contract,Boston,Enterprise,61,Retail,Yes,,4
Teacher,1,Bachelor,106755.0,Contract,Chicago,Medium,58,Healthcare,Yes,SQL,5
Software Engineer,14,PhD,31937.0,Internship,Austin,Enterprise,54,Healthcare,Yes,SQL,2
Data Scientist,27,Master,86330.0,Contract,San Francisco,Enterprise,26,Education,Yes,Java,3
Software Engineer,17,PhD,67366.0,Contract,Boston,Enterprise,47,Finance,No,Data Analysis,4
Marketing Manager,33,High School,92322.0,Full-time,Boston,Small,30,Manufacturing,Yes,Java,1
Teacher,21,Master,122318.0,Contract,Remote,Small,59,Retail,No,,2
Nurse,10,PhD,60160.0,Internship,New York,Small,33,IT,No,Data Analysis,3
Nurse,12,Master,65313.0,Contract,Austin,Small,63,Manufacturing,Yes,SQL,2
Accountant,3,PhD,123657.0,Internship,San Francisco,Large,19,IT,No,Excel,5
Sales Executive,21,High School,121711.0,Part-time,San Francisco,Enterprise,48,Education,Yes,Excel,4
Software Engineer,6,PhD,47032.0,Contract,Chicago,Enterprise,60,Manufacturing,Yes,Python,4
Software Engineer,23,Master,111963.0,Contract,Remote,Small,36,IT,No,Java,4
Accountant,3,High School,37358.0,Contract,Remote,Medium,28,Manufacturing,No,Java,1
Accountant,27,Bachelor,143927.0,Part-time,New York,Large,31,Healthcare,No,Java,5
Accountant,14,High School,81710.0,Full-time,Remote,Large,64,Manufacturing,Yes,C++,1
Teacher,0,High School,115326.0,Contract,New York,Medium,42,Retail,Yes,SQL,5
Marketing Manager,2,High School,106157.0,Internship,Boston,Small,24,Manufacturing,Yes,SQL,5
Software Engineer,13,Master,68821.0,Full-time,Boston,Large,32,IT,No,SQL,5
Teacher,0,High School,48365.0,Full-time,San Francisco,Large,47,Retail,No,Excel,4
Accountant,20,PhD,33189.0,Full-time,Chicago,Enterprise,48,IT,No,SQL,4
Software Engineer,28,High School,96749.0,Contract,San Francisco,Enterprise,41,Finance,No,Python,4
Teacher,4,High School,27248.0,Part-time,Remote,Small,42,Finance,No,,1
Marketing Manager,9,PhD,24369.0,Part-time,Seattle,Small,25,Retail,Yes,SQL,3
Teacher,27,PhD,83763.0,Contract,Boston,Enterprise,47,Finance,Yes,,5
Marketing Manager,20,Bachelor,28050.0,Internship,Seattle,Enterprise,53,Finance,No,C++,1
Accountant,6,High School,48605.0,Internship,Remote,Enterprise,31,Healthcare,No,Excel,4
Marketing Manager,2,Master,69616.0,Internship,Chicago,Medium,46,IT,No,Java,4
Software Engineer,19,High School,74479.0,Contract,San Francisco,Large,44,Finance,No,C++,3
Accountant,18,High School,123719.0,Part-time,Boston,Small,53,Retail,Yes,Python,4
Software Engineer,34,PhD,100934.0,Contract,Chicago,Small,51,Healthcare,No,Excel,5
Nurse,3,Bachelor,60883.0,Part-time,San Francisco,Medium,38,Finance,No,Marketing,2
Data Scientist,4,High School,53055.0,Full-time,San Francisco,Enterprise,55,Manufacturing,No,C++,4
Marketing Manager,0,Master,88731.0,Contract,Seattle,Large,28,Retail,Yes,Data Analysis,3
Data Scientist,3,High School,110987.0,Part-time,Austin,Enterprise,50,IT,Yes,C++,2
Data Scientist,11,Master,136680.0,Full-time,Remote,Small,32,Manufacturing,No,Java,5
Marketing Manager,26,PhD,27450.0,Full-time,New York,Medium,29,Finance,Yes,SQL,5
Accountant,22,Bachelor,22925.0,Contract,Boston,Large,41,Retail,No,Excel,5
Nurse,24,High School,100051.0,Part-time,New York,Large,54,Manufacturing,No,Marketing,3
Software Engineer,20,Bachelor,70272.0,Full-time,Chicago,Large,28,Retail,No,Excel,2
Teacher,23,High School,25310.0,Contract,New York,Large,36,Education,Yes,SQL,5
Software Engineer,24,Master,51817.0,Full-time,Seattle,Medium,18,Manufacturing,No,Excel,4
Teacher,31,Bachelor,135134.0,Internship,Austin,Small,34,Retail,No,Marketing,2
Software Engineer,31,High School,112944.0,Contract,Boston,Large,57,Manufacturing,Yes,Excel,5
Marketing Manager,4,PhD,64528.0,Full-time,Remote,Large,33,Education,Yes,Python,2
Nurse,15,Master,133200.0,Contract,,Small,43,IT,No,,4
Teacher,32,Bachelor,75779.0,Contract,San Francisco,Enterprise,60,IT,No,SQL,1
Sales Executive,20,High School,104816.0,Part-time,,Large,60,Healthcare,Yes,Data Analysis,5
Accountant,8,Bachelor,102641.0,Part-time,Seattle,Large,32,Manufacturing,Yes,Data Analysis,4
Software Engineer,5,High School,104083.0,Full-time,Boston,Enterprise,25,Education,Yes,Marketing,3
Software Engineer,34,Master,96310.0,Contract,New York,Small,47,Retail,No,Marketing,5
Teacher,21,PhD,35457.0,Contract,Remote,Small,31,Healthcare,No,Marketing,1
Accountant,4,Master,62311.0,Internship,San Francisco,Large,50,Manufacturing,Yes,,4
Accountant,22,Bachelor,23980.0,Contract,New York,Small,59,Healthcare,Yes,Marketing,4
Marketing Manager,16,Bachelor,40886.0,Part-time,Seattle,Enterprise,24,Manufacturing,No,,2
Sales Executive,11,High School,97112.0,Contract,San Francisco,Medium,35,IT,Yes,Java,5
Marketing Manager,22,Master,70877.0,Part-time,Chicago,Enterprise,29,Retail,No,Excel,1
Marketing Manager,15,High School,143573.0,Internship,Austin,Enterprise,19,Education,No,C++,3
Marketing Manager,2,Master,117427.0,Full-time,New York,Medium,46,IT,No,Marketing,2
Marketing Manager,29,Bachelor,56181.0,Part-time,Remote,Enterprise,38,Healthcare,Yes,Data Analysis,5
Marketing Manager,21,High School,53262.0,Full-time,Boston,Large,24,Finance,No,C++,1
Nurse,8,High School,20947.0,Full-time,New York,Large,44,Healthcare,Yes,Python,2
Accountant,28,Master,20022.0,Full-time,New York,Small,29,Finance,Yes,Data Analysis,1
Marketing Manager,22,PhD,21128.0,Full-time,New York,Small,37,Manufacturing,Yes,C++,1
Accountant,12,Master,99522.0,Part-time,Remote,Enterprise,31,IT,Yes,Data Analysis,2
Accountant,31,PhD,52322.0,Internship,Seattle,Large,27,Manufacturing,No,C++,2
Data Scientist,22,Master,68929.0,Contract,Seattle,Large,58,Education,No,Data Analysis,5
Nurse,16,Bachelor,101696.0,Part-time,,Medium,40,Retail,No,Excel,2
Marketing Manager,20,High School,135245.0,Internship,Seattle,Small,47,Finance,Yes,C++,5
Software Engineer,1,Master,29808.0,Contract,Remote,Large,64,Retail,No,SQL,1
Teacher,5,Bachelor,115148.0,Full-time,Boston,Enterprise,48,Manufacturing,No,Data Analysis,2
Sales Executive,17,Master,72882.0,Contract,Boston,Large,27,IT,No,SQL,5
Software Engineer,29,High School,41725.0,Contract,Seattle,Small,36,IT,No,Data Analysis,5
Nurse,21,Master,92534.0,Internship,San Francisco,Enterprise,36,Manufacturing,Yes,Marketing,3
Teacher,32,PhD,59950.0,Contract,Seattle,Small,61,Manufacturing,Yes,Java,5
Nurse,29,High School,108954.0,Full-time,San Francisco,Large,40,IT,No,Data Analysis,5
Accountant,16,PhD,103576.0,Part-time,Chicago,Large,61,Education,Yes,Java,3
Teacher,31,Bachelor,40557.0,Part-time,Seattle,Large,58,Finance,Yes,Excel,4
Accountant,13,Bachelor,41825.0,Internship,Chicago,Small,49,Retail,Yes,,2
Software Engineer,9,Master,28998.0,Full-time,Seattle,Enterprise,37,Healthcare,No,C++,3
Software Engineer,33,PhD,56080.0,Full-time,Chicago,Large,21,Manufacturing,No,SQL,5
Teacher,8,PhD,131633.0,Contract,Austin,Large,50,Manufacturing,Yes,Marketing,5
Teacher,27,High School,147743.0,Internship,Chicago,Large,18,IT,Yes,Python,2
Marketing Manager,10,PhD,77797.0,Full-time,San Francisco,Medium,30,Retail,Yes,C++,1
Nurse,13,PhD,35802.0,Full-time,New York,Medium,20,Retail,Yes,SQL,3
Marketing Manager,18,High School,31167.0,Full-time,Boston,Enterprise,29,Education,No,SQL,4
Nurse,14,High School,120628.0,Part-time,Chicago,Small,46,Finance,Yes,Excel,2
Marketing Manager,27,PhD,62407.0,Part-time,New York,Large,48,Education,No,C++,2
Accountant,23,Master,140283.0,Part-time,Remote,Large,58,Education,Yes,Data Analysis,3
Teacher,7,High School,33338.0,Contract,Austin,Small,53,Retail,No,Java,5
Software Engineer,8,High School,,Contract,Austin,Small,19,Finance,Yes,Python,5
Nurse,32,PhD,91520.0,Contract,Remote,Enterprise,39,Finance,No,,4
Nurse,32,PhD,38895.0,Full-time,,Small,39,Finance,No,Data Analysis,3
Software Engineer,18,High School,67910.0,Part-time,Remote,Large,58,IT,Yes,Java,2
Marketing Manager,2,PhD,129367.0,Full-time,San Francisco,Enterprise,48,Finance,Yes,Data Analysis,3
Nurse,9,High School,85898.0,Full-time,Remote,Medium,62,Retail,No,Marketing,1
Sales Executive,0,Master,23454.0,Internship,San Francisco,Enterprise,31,IT,No,Java,2
Accountant,28,Master,137486.0,Full-time,,Enterprise,46,Healthcare,Yes,Marketing,4
Teacher,33,High School,106540.0,Contract,Seattle,Enterprise,52,Manufacturing,Yes,Python,4
Software Engineer,12,High School,,Part-time,Remote,Small,26,Education,Yes,C++,2
Teacher,0,Bachelor,121559.0,Part-time,Remote,Large,64,Finance,Yes,Excel,5
Sales Executive,33,Bachelor,103137.0,Full-time,Austin,Small,49,Healthcare,No,SQL,2
Nurse,28,PhD,70637.0,Contract,New York,Large,44,Finance,No,C++,2
Nurse,12,PhD,144983.0,Contract,Seattle,Small,27,Education,No,Python,1
Sales Executive,28,High School,,Contract,Austin,Enterprise,42,Retail,Yes,Python,2
Software Engineer,23,High School,145416.0,Part-time,Chicago,Large,62,Retail,Yes,Python,3
Accountant,25,Bachelor,59963.0,Contract,Remote,Small,50,Education,Yes,SQL,3
Data Scientist,16,Bachelor,95583.0,Contract,Austin,Enterprise,28,Healthcare,No,Marketing,4
Software Engineer,6,High School,27750.0,Full-time,San Francisco,Medium,54,IT,Yes,Excel,5
Data Scientist,12,Master,114929.0,Internship,New York,Small,26,Manufacturing,No,C++,4
Sales Executive,4,Master,42463.0,Contract,New York,Small,24,Manufacturing,Yes,C++,1
Marketing Manager,25,PhD,94935.0,Full-time,,Medium,24,Manufacturing,No,Excel,2
Data Scientist,2,High School,78792.0,Full-time,Remote,Small,51,IT,No,Excel,4
Accountant,6,High School,33686.0,Contract,Remote,Medium,36,Finance,No,Marketing,2
Marketing Manager,0,PhD,,Internship,Seattle,Large,37,Education,Yes,C++,4
Data Scientist,16,Bachelor,83528.0,Part-time,San Francisco,Medium,59,Education,Yes,Java,2
Sales Executive,24,Bachelor,119811.0,Internship,Remote,Enterprise,42,IT,Yes,Java,4
Marketing Manager,2,Master,135691.0,Contract,New York,Medium,22,Healthcare,Yes,Excel,3
Sales Executive,14,High School,42787.0,Internship,Remote,Large,46,Manufacturing,No,Python,1
Data Scientist,28,Bachelor,34776.0,Full-time,Chicago,Medium,44,Education,No,Python,4
Sales Executive,31,Master,135613.0,Full-time,Remote,Medium,42,Retail,Yes,,3
Accountant,25,Master,115063.0,Internship,Seattle,Large,54,Retail,Yes,Java,5
Data Scientist,15,Master,77427.0,Part-time,Boston,Small,32,Education,Yes,Python,4
Data Scientist,24,Bachelor,149069.0,Internship,Austin,Small,21,Manufacturing,Yes,Data Analysis,2
Data Scientist,27,Bachelor,124887.0,Contract,Boston,Enterprise,31,Manufacturing,No,Excel,1
Software Engineer,8,High School,81086.0,Part-time,Chicago,Enterprise,34,Manufacturing,Yes,SQL,3
Software Engineer,0,High School,122231.0,Internship,Boston,Medium,38,Healthcare,No,Java,3
Software Engineer,28,Master,,Internship,Remote,Small,33,Retail,No,SQL,1
Accountant,21,Master,135673.0,Part-time,Seattle,Small,43,Healthcare,No,Python,4
Marketing Manager,15,Bachelor,83308.0,Internship,New York,Medium,26,IT,Yes,Excel,2
Sales Executive,6,Bachelor,35797.0,Contract,New York,Large,19,Finance,Yes,Data Analysis,5
Nurse,13,High School,122535.0,Full-time,Chicago,Small,60,Manufacturing,Yes,Excel,4
Data Scientist,28,High School,25302.0,Contract,Boston,Enterprise,32,IT,Yes,,1
Sales Executive,18,PhD,83172.0,Internship,Seattle,Medium,52,Finance,No,Python,4
Data Scientist,18,High School,58059.0,Full-time,Austin,Large,41,Retail,Yes,Data Analysis,4
Accountant,1,Bachelor,20908.0,Part-time,Remote,Enterprise,55,Finance,No,Data Analysis,1
Data Scientist,14,Master,80252.0,Contract,Boston,Small,31,Finance,Yes,Marketing,1
Software Engineer,2,PhD,100659.0,Part-time,Boston,Large,54,Education,No,C++,5
Nurse,10,High School,32877.0,Full-time,Austin,Enterprise,54,Finance,No,C++,1
Teacher,29,High School,34239.0,Internship,San Francisco,Medium,23,Education,No,Excel,1
Data Scientist,17,Bachelor,106971.0,Full-time,Remote,Large,35,Finance,Yes,C++,1
Sales Executive,1,PhD,47313.0,Full-time,Chicago,Large,39,Education,No,Marketing,3
Software Engineer,31,High School,120890.0,Part-time,Remote,Medium,35,Retail,No,Excel,1
Teacher,7,Master,62103.0,Contract,,Small,19,Retail,Yes,Marketing,1
Nurse,21,Bachelor,68408.0,Full-time,Chicago,Small,49,Finance,No,Java,1
Teacher,5,PhD,103251.0,Internship,,Large,34,Healthcare,Yes,C++,5
Software Engineer,11,High School,108771.0,Full-time,Seattle,Large,18,Retail,Yes,Data Analysis,4
Marketing Manager,14,High School,146228.0,Part-time,New York,Large,26,IT,No,Java,1
Marketing Manager,27,PhD,111665.0,Contract,New York,Enterprise,30,IT,No,Excel,1
Teacher,17,Bachelor,30534.0,Internship,Remote,Large,53,Education,Yes,Data Analysis,5
Accountant,1,PhD,120110.0,Part-time,,Small,54,Healthcare,No,,4
Sales Executive,12,PhD,63060.0,Full-time,Chicago,Medium,47,Manufacturing,Yes,SQL,5
Sales Executive,14,Bachelor,37189.0,Full-time,Chicago,Medium,48,Education,Yes,Python,2
Teacher,19,High School,148431.0,Contract,New York,Medium,40,Finance,No,Java,2
Data Scientist,28,Master,106067.0,Part-time,New York,Large,45,Retail,Yes,Java,2
Data Scientist,28,Bachelor,30967.0,Part-time,Austin,Large,27,Healthcare,No,SQL,1
Sales Executive,2,Master,101991.0,Contract,Seattle,Medium,42,Education,No,Excel,5
Sales Executive,18,High School,85563.0,Internship,,Enterprise,53,Education,Yes,,1
Marketing Manager,2,PhD,28660.0,Part-time,Austin,Enterprise,43,IT,No,,2
Accountant,13,Master,,Contract,Chicago,Enterprise,43,Finance,No,Data Analysis,4
Software Engineer,3,High School,110875.0,Part-time,New York,Enterprise,62,Education,No,Python,4
Data Scientist,10,High School,149909.0,Contract,Seattle,Small,30,IT,No,Java,5
Sales Executive,30,PhD,59823.0,Full-time,,Medium,34,Healthcare,No,Python,4
Marketing Manager,31,PhD,75842.0,Full-time,Seattle,Small,57,Education,No,Java,2
Nurse,26,High School,29616.0,Part-time,Boston,Large,21,Manufacturing,Yes,Marketing,5
Marketing Manager,29,High School,95976.0,Part-time,San Francisco,Enterprise,40,Manufacturing,No,Data Analysis,5
Data Scientist,1,Master,122136.0,Full-time,,Enterprise,52,IT,Yes,Marketing,2
Data Scientist,8,High School,68738.0,Internship,,Medium,28,Manufacturing,Yes,Python,2
Marketing Manager,27,High School,33107.0,Contract,Austin,Enterprise,29,Finance,No,Data Analysis,2
Software Engineer,30,Master,,Internship,San Francisco,Medium,26,Retail,No,Data Analysis,2
Teacher,33,Bachelor,114182.0,Internship,San Francisco,Large,32,Manufacturing,Yes,SQL,5
Data Scientist,14,Master,132081.0,Internship,,Enterprise,62,Healthcare,Yes,SQL,4
Marketing Manager,24,Master,111787.0,Full-time,Seattle,Enterprise,54,Education,No,Java,2
Sales Executive,7,PhD,35954.0,Part-time,Austin,Small,22,IT,Yes,C++,3
Marketing Manager,8,Master,,Internship,Boston,Medium,36,Education,Yes,Marketing,5
Accountant,31,High School,60725.0,Full-time,New York,Medium,28,Retail,No,Marketing,1
Teacher,16,High School,65434.0,Contract,Remote,Enterprise,26,Education,Yes,Python,4
Nurse,34,High School,105751.0,Part-time,New York,Small,52,Education,Yes,Data Analysis,5
Software Engineer,18,Bachelor,30110.0,Contract,Remote,Enterprise,44,IT,No,C++,2
Nurse,28,High School,125648.0,Internship,San Francisco,Medium,30,Retail,No,Python,3
Teacher,6,Bachelor,107091.0,Part-time,Austin,Medium,29,Healthcare,No,SQL,1
Teacher,27,High School,36462.0,Internship,Austin,Enterprise,26,IT,No,SQL,4
Teacher,8,Master,99232.0,Part-time,Austin,Large,59,Retail,Yes,C++,2
Nurse,27,PhD,,Internship,Boston,Enterprise,45,Retail,Yes,C++,5
Sales Executive,5,High School,72799.0,Contract,Boston,Small,30,Education,Yes,SQL,5
Teacher,28,Bachelor,86567.0,Contract,Seattle,Medium,37,Finance,Yes,Excel,4
Marketing Manager,16,Bachelor,109301.0,Internship,Chicago,Medium,30,Finance,Yes,Data Analysis,3
Nurse,15,PhD,71224.0,Part-time,Remote,Enterprise,44,Healthcare,No,Marketing,2
Teacher,22,High School,147425.0,Contract,Chicago,Large,43,Education,Yes,Marketing,4
Marketing Manager,30,Master,76063.0,Part-time,Chicago,Medium,46,Finance,Yes,Python,4
Sales Executive,2,High School,133394.0,Part-time,Remote,Enterprise,46,IT,No,Marketing,5
Accountant,20,High School,75240.0,Contract,Seattle,Large,39,Healthcare,Yes,Python,4
Sales Executive,25,PhD,101352.0,Full-time,Austin,Enterprise,26,Education,Yes,C++,1
Teacher,21,High School,37868.0,Full-time,Chicago,Enterprise,41,Manufacturing,No,C++,1
Nurse,11,Master,95973.0,Part-time,Austin,Enterprise,59,IT,No,Excel,2
Data Scientist,12,Bachelor,100989.0,Contract,San Francisco,Medium,36,Finance,Yes,Data Analysis,4
Teacher,10,PhD,42222.0,Full-time,Chicago,Large,55,Finance,No,C++,5
Data Scientist,15,Master,99794.0,Internship,San Francisco,Small,48,Finance,Yes,Data Analysis,2
Marketing Manager,7,Bachelor,,Part-time,Seattle,Small,56,Finance,Yes,SQL,3
Accountant,1,PhD,119854.0,Full-time,New York,Medium,32,Retail,No,Excel,5
Software Engineer,29,PhD,98513.0,Contract,Boston,Medium,49,Manufacturing,Yes,SQL,3
Sales Executive,29,Bachelor,148966.0,Contract,Remote,Enterprise,63,Healthcare,No,SQL,2
Accountant,11,Bachelor,74649.0,Part-time,Seattle,Enterprise,63,Healthcare,No,Python,1
Teacher,9,Master,122986.0,Contract,Seattle,Large,46,Finance,Yes,Data Analysis,5
Data Scientist,10,High School,132743.0,Internship,Seattle,Enterprise,51,Healthcare,Yes,SQL,5
Sales Executive,14,High School,103749.0,Internship,Chicago,Large,26,Manufacturing,No,Data Analysis,2
Data Scientist,15,High School,122055.0,Full-time,San Francisco,Enterprise,52,IT,No,Excel,5
Nurse,16,High School,140769.0,Contract,Boston,Enterprise,23,IT,No,Java,5
Data Scientist,25,High School,131218.0,Internship,Chicago,Small,54,Healthcare,No,,2
Nurse,1,Master,30223.0,Part-time,New York,Medium,31,Finance,Yes,Python,4
Marketing Manager,11,PhD,68166.0,Contract,Remote,Large,64,Education,No,Data Analysis,2
Sales Executive,25,Master,59369.0,Full-time,Remote,Small,26,Manufacturing,Yes,C++,5
Sales Executive,22,Master,,Part-time,Boston,Enterprise,36,Finance,No,SQL,2
Software Engineer,17,Master,89392.0,Part-time,Remote,Small,40,Retail,No,SQL,5
Teacher,31,PhD,79526.0,Part-time,Remote,Large,58,Education,Yes,Marketing,3
Nurse,2,Master,32661.0,Internship,Seattle,Medium,45,Manufacturing,Yes,Data Analysis,3
Software Engineer,2,Master,35591.0,Part-time,Austin,Small,33,Retail,No,Python,1
Data Scientist,29,PhD,91718.0,Internship,New York,Large,43,Healthcare,Yes,Python,2
Data Scientist,0,Master,75235.0,Part-time,San Francisco,Enterprise,55,Retail,Yes,Excel,2
Software Engineer,29,High School,27970.0,Internship,New York,Small,57,Healthcare,Yes,Java,3
